,CityID,Comments,Date,User
0,g147415,"Luckily, we've spent a lot of time in the Bahamas, and have the perfect island escape for any kind of traveler. Read on to discover which Bahamas island is right for you. ",Jan 2020,Oyster
1,g147415,,,
2,g147415,,,
3,g147415,Relax and recharge.,Sep 2019,Oyster
4,g147415,,,
5,g147415,,,
6,g147415,,Nov 2019,Family Vacation Critic
7,g147415,,,
8,g147415,,,
9,g147415," Lazy rivers are epic, and these are the best of the best to cool off in this August and beyond — because there’s no telling how September will fare either.
",Jul 2019,Matador Network
10,g147415,,,
11,g147415,,,
12,g147415,"Decisions, decisions. ",Oct 2019,Family Vacation Critic
13,g147415,,,
14,g147415,,,
15,g147415,,Mar 2019,Golf Advisor
16,g147415,,,
17,g147415,,,
18,g147415,"Did you know that aquarium scuba diving – and snorkeling – with fish is offered at several aquariums in the U.S., as well as in other countries around the world too? Some ""snorkel with the fish"" experiences are open to travelers age six and older, while a scuba certification required for most dives. These activities open up the opportunities for adventurous travelers to plumb the depths of an ocean environment, without ever actually stepping foot in the sea. Here's where you can go.",Jun 2019,TripSavvy
19,g147415,,,
20,g147415,,,
21,g147415,"Bahamians have been warm and welcoming hosts to millions of travelers. Last year alone they welcomed more than 6.5 million tourists, so let’s show them some love and help them restore their beautiful home.",Sep 2019,The Points Guy
22,g147415,,,
23,g147415,,,
24,g147415,"Two years after category 4 Hurricane Maria devoured Puerto Rico, the country is finally getting back on its feet. It is now the perfect time to visit the island and witness for yourself how Puerto Ricans came back stronger than ever, almost two years after one of the worst hurricanes the country has seen. Here are the top six spots to visit on the island after Hurricane Maria:",Jul 2019,PopSugar
25,g147415,,,
26,g147415,,,
27,g147415,,Mar 2019,In The Know: Wanderlust
28,g147415,,,
29,g147415,,,
30,g147415,From which islands are closed after 2019's Hurricane Dorian to the best family-friendly options and the least crowded — we're breaking down the Bahamas for you.,Jan 2020,Oyster
31,g147415,,,
32,g147415,,,
33,g147415,"Whether it's your first time in open water or the hundredth entry in your logbook, these scuba locations provide the ultimate bucket list for explorers, adventurers, and ardent scuba divers no matter their skill level. Each location offers a once-in-a-lifetime opportunity to explore the magic of our world's oceans — from an armchair or with scuba gear in tow. From the Bahamas, to the Azores, to Antartica, here are some of the best scuba locations in the world.",May 2019,Business Insider
34,g147415,,,
35,g147415,,,
36,g147415,We turned to our friends at @Airfarewatchdog to find the best deals!,Mar 2019,Family Vacation Critic
37,g147415,,,
38,g147415,,,
39,g147415,"Hotels use specific scents to help create the atmosphere they’re seeking to convey. Their goal isn’t to overpower you with the hotel scent, but to subtly use it to convey a story. Now, you can bring the story home with you.
",Mar 2019,The Hotel Storyteller
40,g147415,,,
41,g147415,,,
