,CityID,Comments,Date,User
0,g60958,"No matter how you get to Santa Fe—plane train or automobile—you’ll have no trouble zipping around the historic streets of the City Different.

Santa Fe offers ways to get around the city easily with:  a public transportation system, charter vans, bikes and limousine services. It’s also good to know that rental cars can also be picked up at several locations in Santa Fe.",Apr 2019,Visit Santa Fe
1,g60958,,,
2,g60958,,,
3,g60958,“This was the most unique dining experience we’ve ever had.” Find out which restaurants made the cut in this year’s Travelers’ Choice Awards and what travelers had to say about them.,Oct 2019,Tripadvisor
4,g60958,,,
5,g60958,,,
6,g60958,"Nestled in the Rocky Mountains at 7,000 feet, Santa Fe is a world all its own. From immersive art experiences and world-class performances, to vibrant local cultures and timeless traditions. Explore…",Jun 2019,Visit Santa Fe
7,g60958,,,
8,g60958,,,
9,g60958,"From Santa Fe’s margarita trail to an Ohio county’s decadent donuts, these mapped routes are a way to explore a destination with your palate.",May 2019,Fodor's Travel
10,g60958,,,
11,g60958,,,
12,g60958,"Nicknamed “The City Different,” Santa Fe has always been known for marching to the beat of its own drum. Its story stretches back to the 1600s, giving this Southwestern hub multiple centuries to grow into its imaginative, artistic self.

Today, the city shows off its wide array of historic sites, hundreds of art galleries, and perhaps the most colorful culinary scene in the country. To celebrate the New Mexican capital, here are some of the most surprising facts about Santa Fe .",Feb 2020,Visit Santa Fe
13,g60958,,,
14,g60958,,,
15,g60958,"If there’s one thing Santa Fe knows well, it’s margaritas.

Legend has it, Santa Fe actually invented them. (Well, it should’ve, anyway.) Since the 1970s, margaritas have been an integral part of the culture of The City Different, which is said to have been the first place in the world to import tequila from Mexico. Add a little lime juice, some food and a good shake, and you’ve got a perfect margarita.

But Santa Fe has taken the whole margarita thing one step further.",Nov 2019,Visit Santa Fe
16,g60958,,,
17,g60958,,,
18,g60958,,Feb 2020,Family Vacation Critic
19,g60958,,,
20,g60958,,,
21,g60958,"Pros: Spectacular facilities, a gorgeous location and eligible for Hyatt free night certificates. Cons: Wasted space in room and minor service failures, though they were quickly corrected.",Jun 2019,The Points Guy
22,g60958,,,
23,g60958,,,
24,g60958,Want to give your followers Instagram envy? Fill your feed with spectacular shots from these stunning locations you can only find in #TheCityDifferent.,Apr 2019,Visit Santa Fe
25,g60958,,,
26,g60958,,,
27,g60958,,Apr 2019,Family Vacation Critic
28,g60958,,,
29,g60958,,,
