,CityID,Comments,Date,User
0,g60922,,Nov 2019,Retire Early And Travel
1,g60922,,,
2,g60922,,,
3,g60922,"New York, Los Angeles, San Francisco: Not that you care, but you didn’t make this list. Austin and Portland: we love your weirdness, but unfortunately, with great popularity comes not-so-great prices. Whether or not they admit it, most writers, musicians, illustrators, makers, and tinkerers of every stripe aspire to remove the “struggling” from the “struggling artist.” So instead, we found the best places to move next time the landlord jacks up your rent.",Mar 2019,Thrillist
4,g60922,,,
5,g60922,,,
6,g60922,,Nov 2019,Retire Early And Travel
7,g60922,,,
8,g60922,,,
9,g60922,,Jun 2019,Wine Enthusiast
10,g60922,,,
11,g60922,,,
12,g60922,"Salt Lake City is a vibrant, tidy city sitting in the shadow of the Wasatch and Oquirrh Mountains. In addition, it is the capital of Utah, but for a capital city, it is not congested. There are so many things to do in Salt Lake City that it is a perfect destination for a weekend with friends, a girls getaway, or as a couples retreat. ",Nov 2019,Retire Early And Travel
13,g60922,,,
14,g60922,,,
15,g60922,,Jan 2019,Visit Salt Lake
16,g60922,,,
17,g60922,,,
18,g60922,It's time to start planning!,Jan 2019,Family Vacation Critic
19,g60922,,,
20,g60922,,,
21,g60922,"Hit all five national parks in Utah, plus the Grand Canyon in Arizona on this road trip loop.",Mar 2019,National Park Trips
22,g60922,,,
23,g60922,,,
24,g60922,,Sep 2010,Visit Salt Lake
25,g60922,,,
26,g60922,,,
27,g60922,Urban buzz + powder turns combine for a refreshingly high-energy ski vacation.,Sep 2018,SKI Magazine
28,g60922,,,
29,g60922,,,
30,g60922,"Whether you're a coffee enthusiast or just need a quick pick me up, Salt Lake has an astounding number of choices. The coffee culture here celebrates local shops, locally grown beans, some of the…",Jun 2019,Visit Salt Lake
31,g60922,,,
32,g60922,,,
33,g60922,,May 2017,Visit Salt Lake
34,g60922,,,
35,g60922,,,
36,g60922,,Nov 2018,Oyster
37,g60922,,,
38,g60922,,,
39,g60922,,Nov 2019,Retire Early And Travel
40,g60922,,,
41,g60922,,,
42,g60922,How cool is this?!,Oct 2018,Family Vacation Critic
43,g60922,,,
44,g60922,,,
